rank,name,slug,active_installs,rating_pct,rating_5star,num_ratings,editor_support,last_updated,requires_wp,tested_up_to,homepage,github_url,github_repo_type,wp_url,total_known_vulns,unpatched_vulns,max_cvss,max_cvss_severity,latest_vuln_date,top_cwes,tags
82,SumUp Payment Gateway For WooCommerce,sumup-payment-gateway-for-woocommerce,10000,46,2.3,37,Editor-agnostic,2026-03-18 9:14pm GMT,5.0,6.7.5,https://wordpress.org/plugins/sumup-payment-gateway-for-woocommerce/,,,https://wordpress.org/plugins/sumup-payment-gateway-for-woocommerce/,1,1,,,2026-01-23,,"ecommerce, payment gateway, payments, sumup, woocommerce"
83,Braintree for WooCommerce Payment Gateway,woocommerce-gateway-paypal-powered-by-braintree,10000,52,2.6,50,Editor-agnostic,2026-03-03 9:07pm GMT,6.7,6.9.4,https://docs.woocommerce.com/document/woocommerce-gateway-paypal-powered-by-braintree/,,,https://wordpress.org/plugins/woocommerce-gateway-paypal-powered-by-braintree/,0,0,,,,,"commerce, e-commerce, ecommerce, woothemes, wordpress ecommerce"
84,Icyclub,icyclub,10000,60,3.0,2,Editor-agnostic,2026-01-05 5:38am GMT,6.6,6.9.4,,,,https://wordpress.org/plugins/icyclub/,0,0,,,,,"demo, importer, one click import, theme demos"
85,Ray Enterprise Translation,lingotek-translation,10000,52,2.6,48,Editor-agnostic,2026-01-28 7:48pm GMT,3.8,6.9.4,https://lingotek.com/project/content-translation-for-wordpress-cms/,https://github.com/lingotek/lingotek-translation,official,https://wordpress.org/plugins/lingotek-translation/,4,2,7.5,High,2025-12-18,CWE-862; CWE-98,"Lingotek, automation, bilingual, international, language"
86,iyzico for WooCommerce,iyzico-woocommerce,10000,34,1.7,19,Editor-agnostic,2025-12-23 8:59am GMT,6.6.2,6.9.4,https://wordpress.org/plugins/iyzico-woocommerce,,,https://wordpress.org/plugins/iyzico-woocommerce/,0,0,,,,,"checkout woocommerce, credit card, ecommerce, iyzico, payment"
87,Twitter,twitter,10000,50,2.5,32,Editor-agnostic,2019-07-24 10:59pm GMT,4.7,5.2.24,https://wordpress.org/plugins/twitter/,https://github.com/twitter/wordpress,official,https://wordpress.org/plugins/twitter/,0,0,,,,,"embedded timeline, embedded tweet, twitter, twitter list, twitter profile"
88,Directorist AddonsKit for Elementor,addonskit-for-elementor,10000,40,2.0,4,Editor-agnostic,2025-11-27 4:56am GMT,6.0,6.8.5,,,,https://wordpress.org/plugins/addonskit-for-elementor/,1,0,6.5,Medium,2025-04-01,CWE-79,"addons kit, directory, directory websites, elementor widget, templates"
89,PixTypes,pixtypes,10000,40,2.0,2,Editor-agnostic,2026-02-25 10:21am GMT,6.0,6.7.5,https://wordpress.org/plugins/pixtypes/,https://github.com/pixelgrade/pixtypes,official,https://wordpress.org/plugins/pixtypes/,3,1,7.1,High,2023-09-04,CWE-352; CWE-79,"builder, custom, gallery, metadata, post types"
90,AWeber – Free Sign Up Form and Landing Page Builder Plugin for Lead Generation and Email Newsletter Growth,aweber-web-form-widget,10000,52,2.6,25,Editor-agnostic,2026-03-25 6:58pm GMT,4.7,6.8.5,http://www.aweber.com/faq/questions/588/How+Do+I+Use+AWeber%27s+Webform+Widget+for+Wordpress%3F,,,https://wordpress.org/plugins/aweber-web-form-widget/,3,0,7.2,High,2025-05-19,CWE-352; CWE-79; CWE-862; CWE-89,"Email Marketing, email, marketing, web, webform"
91,Angie – Agentic AI (Beta),angie,9000,56,2.8,5,Editor-agnostic,2026-03-26 4:25pm GMT,6.2,6.9.4,https://elementor.com/pages/angie-early-access,,,https://wordpress.org/plugins/angie/,0,0,,,,,"AI, artificial intelligence, assistant, automation, elementor"
92,Semrush SEO Writing Assistant,semrush-seo-writing-assistant,9000,56,2.8,25,Editor-agnostic,2025-12-22 9:34am GMT,4.8,6.9.4,https://www.semrush.com/swa/,,,https://wordpress.org/plugins/semrush-seo-writing-assistant/,0,0,,,,,"Content analysis, Readability, content marketing, seo"
93,WP Fingerprint,wp-fingerprint,9000,60,3.0,2,Editor-agnostic,2025-09-03 12:16pm GMT,4.9,6.8.5,,,,https://wordpress.org/plugins/wp-fingerprint/,0,0,,,,,"checksums, plugins, security"
94,Remove & Disable XML-RPC Pingback,remove-xmlrpc-pingback-ping,9000,60,3.0,6,Editor-agnostic,2023-07-24 11:03pm GMT,5.2,6.3.8,http://wordpress.org/plugins/remove-xmlrpc-pingback-ping,,,https://wordpress.org/plugins/remove-xmlrpc-pingback-ping/,0,0,,,,,"disable ping, ping, pingback, xml-rpc, xmlrpc"
95,Sinatra Core,sinatra-core,9000,20,1.0,1,Blocks+Classic,2023-08-30 6:02pm GMT,6.0,6.3.8,https://sinatrawp.com,,,https://wordpress.org/plugins/sinatra-core/,0,0,,,,,"blocks, custom blocks, demo template, demos, widgets"
96,LiveJournal Importer,livejournal-importer,8000,40,2.0,7,Editor-agnostic,2014-10-16 6:54am GMT,3.0,4.1.42,http://wordpress.org/extend/plugins/livejournal-importer/,,,https://wordpress.org/plugins/livejournal-importer/,0,0,,,,,"importer, livejournal"
97,Regions for WP Job Manager,wp-job-manager-locations,8000,60,3.0,10,Editor-agnostic,2025-11-18 5:48am GMT,4.7.0,6.8.5,https://wordpress.org/plugins/wp-job-manager-locations/,,,https://wordpress.org/plugins/wp-job-manager-locations/,0,0,,,,,"job, job listing, job region"
98,Template Kit – Export,template-kit-export,8000,50,2.5,4,Editor-agnostic,2024-08-01 1:44am GMT,5.3,6.5.8,,,,https://wordpress.org/plugins/template-kit-export/,1,0,5.9,Medium,2024-07-21,CWE-79,"elementor, template, templates"
99,Mystery Themes Demo Importer,mysterythemes-demo-importer,8000,40,2.0,4,Editor-agnostic,2025-04-21 7:42am GMT,5.0,6.8.5,https://wordpress.org/plugins/mysterythemes-demo-importer/,https://github.com/mysterythemes/mysterythemes-demo-importer,official,https://wordpress.org/plugins/mysterythemes-demo-importer/,0,0,,,,,"demo, importer, mysterythemes, one click demo import, theme demos"
100,Themify Shortcodes,themify-shortcodes,8000,60,3.0,2,Editor-agnostic,2025-04-03 1:04am GMT,4.0,6.7.5,https://wordpress.org/plugins/themify-shortcodes/,,,https://wordpress.org/plugins/themify-shortcodes/,5,0,6.5,Medium,2025-04-16,CWE-79,"shortcode, themify"
101,LottieFiles,lottiefiles,8000,46,2.3,18,Blocks+Classic,2026-01-19 11:09am GMT,5.9,6.9.4,https://lottiefiles.com/plugins/wordpress,,,https://wordpress.org/plugins/lottiefiles/,1,1,,,2026-02-20,,"animation, animations, bodymovin, gutenberg, lottie"
102,Paysera Payment Gateway for WooCommerce,woo-payment-gateway-paysera,7000,58,2.9,16,Editor-agnostic,2026-03-02 11:36am GMT,4.0,6.9.4,https://www.paysera.com,,,https://wordpress.org/plugins/woo-payment-gateway-paysera/,1,1,,,2025-12-09,,"international payments, online payment, payment, payment gateway, shipping"
103,YITH WooCommerce Subscription,yith-woocommerce-subscription,7000,60,3.0,45,Editor-agnostic,2026-03-10 11:34am GMT,6.7,6.9.4,https://yithemes.com/themes/plugins/yith-woocommerce-subscription/,,,https://wordpress.org/plugins/yith-woocommerce-subscription/,4,0,,,2022-11-11,,"recurring billing, subscription Box, subscription billing, subscription management, subscriptions"
104,Furgonetka.pl: Przesyłki & Narzędzia e-commerce,furgonetka,7000,54,2.7,13,Editor-agnostic,2026-03-19 12:06pm GMT,5.0,6.8.5,https://furgonetka.pl,,,https://wordpress.org/plugins/furgonetka/,0,0,,,,,"courier, delivery, kurier, paczki"
105,Redirect 404 Error Page to Homepage,redirect-404-error-page-to-homepage,7000,40,2.0,1,Editor-agnostic,2021-03-27 5:43pm GMT,3.0,5.7.15,http://ProThoughts.com,,,https://wordpress.org/plugins/redirect-404-error-page-to-homepage/,0,0,,,,,"404 error, permanent, redirect, redirection, server error"
106,Logo Carousel Slider,logo-carousel-slider,7000,58,2.9,25,Editor-agnostic,2021-10-19 5:28am GMT,4.4,5.6.17,https://wpwax.com/product/logo-carousel-slider,,,https://wordpress.org/plugins/logo-carousel-slider/,1,1,6.5,Medium,2025-04-16,CWE-79,"logo, logo carousel, logo carousel slider, logo showcase, logo slider"
107,Download Manager Addons for Elementor,wpdm-elementor,7000,44,2.2,5,Editor-agnostic,2026-01-19 4:46am GMT,5.3,6.9.4,https://www.wpdownloadmanager.com/download/wpdm-elementor/,,,https://wordpress.org/plugins/wpdm-elementor/,1,1,,,2026-02-20,,"digital store, document management, download manager, elementor, file manager"
108,aThemes Blocks,athemes-blocks,7000,20,1.0,1,Blocks+Classic,2025-12-09 12:17pm GMT,5.5,6.6.5,,,,https://wordpress.org/plugins/athemes-blocks/,0,0,,,,,"block-editor, blocks, gutenberg, page builder, website builder"
109,Nexi XPay,cartasi-x-pay,6000,60,3.0,7,Editor-agnostic,2026-03-05 9:00am GMT,4.6,6.9.4,,,,https://wordpress.org/plugins/cartasi-x-pay/,0,0,,,,,"XPay, e-commerce, nexi, nexi payments, payment gateway"
110,Maven Algolia,maven-algolia,6000,50,2.5,2,Editor-agnostic,2014-07-08 2:50pm GMT,3.6,3.9.40,,,,https://wordpress.org/plugins/maven-algolia/,0,0,,,,,"algolia, search, suggestive search"
111,All in One Accessibility,all-in-one-accessibility,6000,20,1.0,2,Editor-agnostic,2026-03-19 6:59am GMT,4.9,6.9.4,https://www.skynettechnologies.com/all-in-one-accessibility,,,https://wordpress.org/plugins/all-in-one-accessibility/,1,1,4.3,Medium,2025-12-31,CWE-862,"EAA, IS 5568, Section 508, ada, wcag"
112,EasyMega,easymega,6000,60,3.0,4,Editor-agnostic,2025-04-23 2:56am GMT,4.7.3,6.8.5,https://www.famethemes.com,,,https://wordpress.org/plugins/easymega/,0,0,,,,,"mega builder, mega menu, megamenu, menu builder"
113,Root Relative URLs,root-relative-urls,6000,58,2.9,20,Editor-agnostic,2017-11-28 8:04am GMT,3.2.1,3.5.2,http://www.marcuspope.com/wordpress/,,,https://wordpress.org/plugins/root-relative-urls/,0,0,,,,,"admin, content, links, multisite, url"
114,DEPRECATED – Shipmondo – A complete shipping solution for WooCommerce,pakkelabels-for-woocommerce,6000,60,3.0,8,Editor-agnostic,2026-01-27 9:29am GMT,6.2,6.7.5,https://shipmondo.com,,,https://wordpress.org/plugins/pakkelabels-for-woocommerce/,1,0,6.5,Medium,2025-03-28,CWE-201,"bring, gls, postnord, shipmondo, shipping"
115,Native Lazyload,native-lazyload,6000,60,3.0,31,Editor-agnostic,2019-12-06 4:56pm GMT,4.7,5.3.21,https://wordpress.org/plugins/native-lazyload/,https://github.com/GoogleChromeLabs/wp-native-lazyload,official,https://wordpress.org/plugins/native-lazyload/,0,0,,,,,"lazy, lazyload, load, loading, native"
116,Catch Themes Demo Import,catch-themes-demo-import,6000,20,1.0,1,Editor-agnostic,2026-02-25 7:53am GMT,5.9,6.9.4,https://wordpress.org/plugins/catch-themes-demo-import/,https://github.com/humanmade/WordPress-Importer,official,https://wordpress.org/plugins/catch-themes-demo-import/,3,0,7.2,High,2022-03-07,CWE-284; CWE-434,"content, demo, import, settings, theme options"
117,Envato Toolkit,toolkit-for-envato,6000,56,2.8,9,Editor-agnostic,2021-04-26 6:00pm GMT,4.6,5.7.15,https://wordpress.org/plugins/toolkit-for-envato/,https://github.com/KestutisIT/EnvatoToolkit,official,https://wordpress.org/plugins/toolkit-for-envato/,0,0,,,,,"api, envato, license, purchase validator, update checker"
118,Manage XML-RPC,manage-xml-rpc,6000,60,3.0,4,Editor-agnostic,2024-12-02 7:10am GMT,4.0,6.7.5,http://www.brainvire.com,,,https://wordpress.org/plugins/manage-xml-rpc/,0,0,,,,,"block xml-rpc, brute force attacks, security, xml-rpc pingback, xmlrpc.php attack"
119,TaxJar – Sales Tax Automation for WooCommerce,taxjar-simplified-taxes-for-woocommerce,6000,52,2.6,28,Editor-agnostic,2026-01-14 7:08pm GMT,5.4,6.9.4,https://www.taxjar.com/woocommerce-sales-tax-plugin/,,,https://wordpress.org/plugins/taxjar-simplified-taxes-for-woocommerce/,0,0,,,,,"sales tax, tax, taxes, taxjar, woocommerce"
120,Paymob for WooCommerce,paymob-for-woocommerce,5000,46,2.3,3,Editor-agnostic,2026-02-22 1:21pm GMT,5.0,6.9.4,,,,https://wordpress.org/plugins/paymob-for-woocommerce/,0,0,,,,,"gateway, payment, paymob, woocommerce"
121,Monetag Official Plugin,monetag-official,5000,50,2.5,13,Editor-agnostic,2024-10-02 2:22pm GMT,3.0.1,6.6.5,https://wordpress.org/plugins/monetag-official/,,,https://wordpress.org/plugins/monetag-official/,2,2,7.2,High,2026-01-23,CWE-862,"ads, adserving, advert, monetization, monetize"
122,Visual Website Optimizer,visual-web-optimizer,5000,60,3.0,6,Editor-agnostic,2026-02-13 1:19pm GMT,2.7,6.9.4,https://vwo.com/,,,https://wordpress.org/plugins/visual-web-optimizer/,0,0,,,,,"WooCommerce Tracking, a b testing, split testing, vwo, wordpress optimization"
123,Theme Demo Import,theme-demo-import,5000,60,3.0,4,Editor-agnostic,2024-07-03 11:04am GMT,4.7,6.5.8,https://wordpress.org/plugins/theme-demo-import/,https://github.com/proteusthemes/one-click-demo-import,official,https://wordpress.org/plugins/theme-demo-import/,2,1,9.1,Critical,2024-01-16,CWE-434; CWE-94,"content, data, demo, import, widgets"
124,consentmanager Cookie Banner,consent-manager,5000,52,2.6,10,Editor-agnostic,2026-01-15 12:44pm GMT,3.0,6.9.4,,,,https://wordpress.org/plugins/consent-manager/,0,0,,,,,"GDPR, IAB TCF, cookie banner, google consent mode"
125,User Import with meta – WP Ultimate CSV Importer Add-on,import-users,5000,60,3.0,2,Editor-agnostic,2025-12-04 12:17pm GMT,5.0,6.9.4,https://www.smackcoders.com/wp-ultimate-csv-importer-pro.html,,,https://wordpress.org/plugins/import-users/,0,0,,,,,"CSV Import, bulk user import, import users, user import, user meta import"
126,BOX NOW Delivery,box-now-delivery,5000,48,2.4,16,Editor-agnostic,2025-12-03 4:00pm GMT,6.2,6.8.5,,,,https://wordpress.org/plugins/box-now-delivery/,1,1,,,2026-01-23,,"BoxNow, delivery"
127,Pagar.me para WooCommerce,pagarme-payments-for-woocommerce,5000,50,2.5,46,Editor-agnostic,2025-11-12 5:41pm GMT,4.1,6.8.5,,https://github.com/pagarme/woocommerce,official,https://wordpress.org/plugins/pagarme-payments-for-woocommerce/,0,0,,,,,"brasil, ecommerce, pagarme, payment, woocommerce"
128,Bluehost Site Migrator,bluehost-site-migrator,5000,26,1.3,29,Editor-agnostic,2023-10-03 11:59am GMT,4.7,6.2.9,https://wordpress.org/plugins/bluehost-site-migrator,,,https://wordpress.org/plugins/bluehost-site-migrator/,0,0,,,,,"migrate, migration"
129,Sensei LMS Certificates,sensei-certificates,5000,20,1.0,1,Editor-agnostic,2025-12-16 8:51am GMT,6.7,6.9.4,https://woocommerce.com/products/sensei-certificates/,,,https://wordpress.org/plugins/sensei-certificates/,0,0,,,,,"certificates, course certificate, sensei lms"
130,Specia Companion,specia-companion,5000,20,1.0,1,Editor-agnostic,2026-02-19 11:19am GMT,4.6,6.9.4,,,,https://wordpress.org/plugins/specia-companion/,1,1,6.5,Medium,2025-04-10,CWE-862,"companion, customizer, demo, homepage, sections"
131,GDPR Compliance & Cookie Consent,gdpr-compliance-cookie-consent,5000,54,2.7,10,Editor-agnostic,2024-07-31 1:25pm GMT,4.6,6.5.8,https://www.calculator.io/gdpr/,,,https://wordpress.org/plugins/gdpr-compliance-cookie-consent/,1,0,4.3,Medium,2023-05-25,CWE-352,"GDPR, GDPR Compliance, Privacy Policy, cookie banner, cookie consent"
132,Viva.com | Smart Checkout for WooCommerce,viva-com-smart-for-woocommerce,5000,46,2.3,7,Editor-agnostic,2025-05-15 12:05pm GMT,6.5,6.7.5,https://wordpress.org/plugins/viva-com-smart-for-woocommerce,,,https://wordpress.org/plugins/viva-com-smart-for-woocommerce/,0,0,,,,,"apple pay, payments, sepa, viva, woocommerce"
133,Better Addons for Elementor,better-elementor-addons,5000,56,2.8,4,Editor-agnostic,2026-01-19 8:50pm GMT,4.6,6.8.5,https://wordpress.org/plugins/better-elementor-addons/,,,https://wordpress.org/plugins/better-elementor-addons/,10,1,6.5,Medium,2025-12-12,CWE-22; CWE-79; CWE-862,"addons, elementor, elementor addon, elementor addons, elementor widget"
134,JetGridBuilder — Grid Builder for Elementor and Gutenberg,jetgridbuilder,5000,56,2.8,5,Blocks+Classic,2024-11-29 1:42pm GMT,5.4,6.7.5,https://crocoblock.com/plugins/jetgridbuilder/,,,https://wordpress.org/plugins/jetgridbuilder/,1,0,8.5,High,2024-08-19,CWE-22,"custom post grid, grid, justify layout, masonry layout, posts grid"
135,WP Rocket | Simple LoadCSS Preloader,enhance-wp-rocket-loadcss,5000,20,1.0,2,Editor-agnostic,2023-04-01 10:05pm GMT,,,https://github.com/ensemblebd/wp-rocket-loadcss,https://github.com/ensemblebd/wp-rocket-loadcss,official,https://wordpress.org/plugins/enhance-wp-rocket-loadcss/,0,0,,,,,
136,Wompi Portal de Pagos,wompi-portal-de-pagos,5000,20,1.0,2,Editor-agnostic,2024-12-21 1:39am GMT,3.5.0,6.7.5,https://docs.wompi.co/,https://github.com/wompi-co/plugin-woocommerce,official,https://wordpress.org/plugins/wompi-portal-de-pagos/,0,0,,,,,"Bancolombia, Wompi, link de pago, pasarela de pagos, portal de pagos"
137,"Floating Button – Easily Create Sticky, Fixed & Floating Buttons",floating-button,5000,60,3.0,15,Editor-agnostic,2026-03-16 8:14am GMT,5.5,6.9.4,https://wow-estore.com/item/floating-button-pro/,,,https://wordpress.org/plugins/floating-button/,2,0,5.4,Medium,2024-12-28,CWE-352; CWE-79,"buttons, call button, contact button, floating button, nav menu"
138,Remove Add to Cart WooCommerce,remove-add-to-cart-woocommerce,5000,60,3.0,26,Editor-agnostic,2025-10-24 7:35am GMT,4.6,6.8.5,https://www.themelocation.com/remove-cart-button-plugin/,,,https://wordpress.org/plugins/remove-add-to-cart-woocommerce/,6,0,6.3,Medium,2024-10-16,CWE-352; CWE-862,"add to cart, remove button, woocommerce"
139,YITH WooCommerce Tab Manager,yith-woocommerce-tab-manager,5000,60,3.0,16,Editor-agnostic,2026-03-06 11:15am GMT,6.7,6.9.4,https://yithemes.com/themes/plugins/yith-woocommerce-tab-manager/,,,https://wordpress.org/plugins/yith-woocommerce-tab-manager/,4,0,5.9,Medium,2024-06-08,CWE-79,"Custom tab, e-commerce, product, tab, woocommerce"
140,"Simple URLs – Link Cloaking, Product Displays, and Affiliate Link Management",simple-urls,4000,60,3.0,44,Editor-agnostic,2026-03-03 3:22pm GMT,5.1,6.8.5,https://getlasso.co/?utm_source=SimpleURLs&utm_medium=WP,,,https://wordpress.org/plugins/simple-urls/,7,1,7.1,High,2024-12-13,CWE-352; CWE-79; CWE-862; CWE-89,"affiliate, affiliate link manager, affiliate marketing, amazon affiliate, link cloaking"
141,Link Widget Title,link-widget-title,4000,60,3.0,4,Editor-agnostic,2022-11-14 3:39pm GMT,,6.1.10,https://allurewebsolutions.com,,,https://wordpress.org/plugins/link-widget-title/,0,0,,,,,widgets
142,Setmore Appointments,setmore-appointments,4000,50,2.5,4,Editor-agnostic,2025-05-29 9:15am GMT,3.7.2,6.8.5,https://www.setmore.com/,,,https://wordpress.org/plugins/setmore-appointments/,0,0,,,,,"Free, Setmore, appointments, booking, scheduling"
143,Import WooCommerce Suite,import-woocommerce,4000,46,2.3,6,Editor-agnostic,2025-12-17 8:53am GMT,5.0,6.9.4,,,,https://wordpress.org/plugins/import-woocommerce/,3,0,,,2016-02-24,,"export woocommerce products, import, product export, woocommerce csv import, woocommerce xml import"
144,Sendcloud Shipping,sendcloud-connected-shipping,4000,52,2.6,11,Editor-agnostic,2026-03-25 11:06am GMT,4.9,6.9.4,https://wordpress.org/plugins/sendcloud-connected-shipping/,,,https://wordpress.org/plugins/sendcloud-connected-shipping/,0,0,,,,,"order tracking, service points, shipping, shipping rates, woocommerce"
145,Up2pay e-Transactions WooCommerce Payment Gateway,e-transactions-wc,4000,46,2.3,13,Editor-agnostic,2025-05-19 1:31pm GMT,5.0.0,6.8.5,,,,https://wordpress.org/plugins/e-transactions-wc/,0,0,,,,,"e-commerce, orders, payment, payment gateway, woocommerce"
